data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2023-04-09 17:15:45.899871;483;São Paulo;Cassia Moraes;Tenis Nike;Henry Whitaker;masculino;credito
2023-04-09 17:26:53.999871;484;Canoas;Luis Fernando;Tenis Adidas;Mildred Page;feminino;boleto
2023-04-10 07:57:47.070870;485;Lajeado;Adriano Soares;Tenis NB;Trey Doty;masculino;credito
2023-04-10 08:13:42.042872;486;São Paulo;Cassia Moraes;Tenis Adidas;Tracy Garvin;feminino;boleto
2023-04-10 12:14:44.496877;487;Florianópolis;Claudia dos Santos;Tenis Nike;Carol Venable;feminino;credito
2023-04-10 15:22:43.428871;488;Lajeado;Adriano Soares;Tenis Nike;Rosanna Farmer;feminino;credito
2023-04-10 16:01:51.854924;489;Lajeado;Juliano Faccioni;Tenis Adidas;Arnold Chu;masculino;credito
2023-04-10 17:57:50.803924;490;Florianópolis;Mario Sérgio;Tenis Adidas;Joan Furlong;masculino;pix
2023-04-11 08:51:54.083871;491;Canoas;Luis Fernando;Tenis Fila;Lori Rodriquez;feminino;credito
2023-04-11 09:41:50.348880;492;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Billye Hansen;feminino;credito
2023-04-11 10:27:42.384872;493;Canoas;Luis Fernando;Tenis Fila;Jeffery Otey;masculino;pix
2023-04-11 12:35:45.590877;494;São Paulo;Claudio Bueno;Tenis NB;William Shaw;masculino;credito
2023-04-11 16:21:46.039873;495;São Paulo;Claudio Bueno;Tenis Fila;Miguel Griffin;masculino;credito
2023-04-11 18:02:52.564876;496;São Paulo;Cassia Moraes;Tenis Adidas;Coy Maddox;masculino;credito
2023-04-12 10:32:49.183873;497;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Charles Hayes;masculino;credito
2023-04-12 11:56:55.223873;498;Canoas;Luis Fernando;Tenis Adidas;Robert Francis;masculino;credito
2023-04-12 16:29:42.601872;499;São Paulo;Claudio Bueno;Tenis Adidas;Frank Becerra;masculino;credito
2023-04-12 16:43:43.953872;500;São Paulo;Cassia Moraes;Tenis Nike;Andre Scott;masculino;pix
2023-04-12 17:09:44.452872;501;Porto Alegre;Rodrigo Tadewald;Tenis NB;Elba Holden;feminino;credito
2023-04-12 17:47:44.168872;502;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Marcela Custodio;feminino;credito
2023-04-12 17:58:52.421870;503;Canoas;Carlos Henrique;Tenis Adidas;Gloria Crossman;feminino;credito
2023-04-13 08:36:53.912877;504;Canoas;Luis Fernando;Tenis Adidas;Granville Postma;masculino;credito
2023-04-13 09:47:48.662929;505;Canoas;Luis Fernando;Tenis Adidas;Brandon Blanco;masculino;credito
2023-04-13 14:15:43.162877;506;Lajeado;Adriano Soares;Tenis Adidas;Jay Mondor;masculino;credito
2023-04-13 14:21:45.238870;507;Lajeado;Adriano Soares;Tenis Fila;Kristin Garneau;feminino;credito
2023-04-13 16:00:55.797924;508;Lajeado;Juliano Faccioni;Tenis Fila;Rowena Dawkins;feminino;credito
2023-04-13 17:27:46.333877;509;Lajeado;Adriano Soares;Tenis Adidas;Carolyn Carpenter;feminino;credito
2023-04-14 07:15:40.802872;510;Porto Alegre;Luiza Cherobini;Tenis NB;Gregory Johnson;masculino;credito
2023-04-14 07:45:43.457871;511;Canoas;Luis Fernando;Tenis Fila;Derek Lybbert;masculino;credito
2023-04-14 11:13:46.743873;512;Porto Alegre;Luiza Cherobini;Tenis Adidas;Christopher Mead;masculino;credito
2023-04-14 12:11:45.969872;513;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Thomas Troyer;masculino;credito
2023-04-14 13:59:41.357870;514;Lajeado;Adriano Soares;Tenis Fila;Tyler Kuzma;masculino;credito
2023-04-14 15:56:43.104870;515;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Jesse Overman;masculino;credito
2023-04-15 07:39:44.324870;516;Porto Alegre;Luiza Cherobini;Tenis Adidas;William Brann;masculino;credito
2023-04-15 09:13:51.335871;517;Canoas;Carlos Henrique;Tenis Adidas;Jean Neeley;feminino;credito
2023-04-15 09:42:48.374924;518;Lajeado;Juliano Faccioni;Tenis Adidas;William Sandoval;masculino;credito
2023-04-15 10:50:45.382871;519;Florianópolis;Claudia dos Santos;Tenis Fila;Jackie Mcneese;feminino;boleto
2023-04-15 15:45:44.744872;520;São Paulo;Claudio Bueno;Tenis Adidas;Norman Lemons;masculino;credito
2023-04-15 15:58:55.784872;521;Lajeado;Juliano Faccioni;Tenis NB;Rebecca Simon;feminino;credito
2023-04-15 16:42:45.646932;522;Porto Alegre;Luiza Cherobini;Tenis NB;David Brown;masculino;credito
2023-04-16 07:45:49.387872;523;Florianópolis;Mario Sérgio;Tenis Fila;Margurite Dickinson;feminino;credito
2023-04-16 08:53:43.203871;524;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Ann Johnson;feminino;credito
2023-04-16 12:35:41.873872;525;Canoas;Carlos Henrique;Tenis Nike;Jesse Hittle;masculino;pix
2023-04-16 13:08:40.824872;526;Canoas;Carlos Henrique;Tenis Nike;Tamika Wozny;feminino;credito
2023-04-16 13:34:48.081870;527;Canoas;Carlos Henrique;Tenis NB;Joseph Loggins;masculino;credito
2023-04-16 13:42:45.291871;528;Florianópolis;Claudia dos Santos;Tenis NB;David Nieto;masculino;boleto
2023-04-16 15:35:42.003870;529;São Paulo;Cassia Moraes;Tenis Fila;Frank Teague;masculino;credito
2023-04-16 17:34:42.376871;530;Florianópolis;Mario Sérgio;Tenis NB;Natalie Johnson;feminino;credito
2023-04-17 08:15:53.209886;531;Florianópolis;Claudia dos Santos;Tenis Fila;Michael Shindorf;masculino;credito
2023-04-17 09:45:46.488924;532;São Paulo;Cassia Moraes;Tenis Nike;James Hailey;masculino;boleto
2023-04-17 13:42:51.329877;533;Florianópolis;Mario Sérgio;Tenis Nike;Debora Sharpe;feminino;credito
2023-04-17 15:34:44.111876;534;São Paulo;Claudio Bueno;Tenis Fila;Sandra Browne;feminino;credito
2023-04-17 15:34:48.226872;535;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Samuel Frazier;masculino;pix
2023-04-17 15:59:49.843871;536;Canoas;Carlos Henrique;Tenis Nike;Kevin Boyd;masculino;credito
2023-04-17 18:12:43.729871;537;São Paulo;Claudio Bueno;Tenis Fila;Diamond Hooten;feminino;credito
2023-04-18 08:32:46.735870;538;Canoas;Luis Fernando;Tenis Nike;Damon Monteiro;masculino;credito
2023-04-18 10:55:54.191924;539;Canoas;Carlos Henrique;Tenis Fila;Clara Burden;feminino;boleto
2023-04-18 12:07:45.379873;540;São Paulo;Cassia Moraes;Tenis NB;Antonio Williams;masculino;pix
2023-04-18 13:29:49.344871;541;Canoas;Carlos Henrique;Tenis Nike;Danielle Cleveland;feminino;credito
2023-04-19 09:01:51.822877;542;Porto Alegre;Rodrigo Tadewald;Tenis NB;Richard Mason;masculino;credito
2023-04-19 09:45:52.139881;543;Lajeado;Adriano Soares;Tenis Nike;Andrea Colombo;feminino;credito
2023-04-19 11:13:51.250871;544;Lajeado;Adriano Soares;Tenis NB;Diane Bubier;feminino;pix
2023-04-19 11:13:54.280872;545;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Victoria Burnett;feminino;credito
2023-04-19 12:26:55.324871;546;Lajeado;Adriano Soares;Tenis Nike;Imelda Mathews;feminino;credito
2023-04-19 12:59:47.103925;547;Florianópolis;Claudia dos Santos;Tenis NB;Robert Todaro;masculino;credito
2023-04-19 13:26:47.909870;548;Florianópolis;Claudia dos Santos;Tenis Nike;Patsy Montminy;feminino;credito
2023-04-19 14:09:48.976871;549;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Inez Byfield;feminino;credito
2023-04-19 15:40:40.478870;550;São Paulo;Cassia Moraes;Tenis NB;Orlando Bennett;masculino;credito
2023-04-19 17:18:43.436872;551;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Holly Kelly;feminino;pix
2023-04-20 08:35:44.500876;552;São Paulo;Cassia Moraes;Tenis Adidas;Susan Castle;feminino;credito
2023-04-20 09:31:51.623870;553;Florianópolis;Mario Sérgio;Tenis Nike;John Bumgarner;masculino;credito
2023-04-20 12:15:45.762925;554;São Paulo;Claudio Bueno;Tenis Adidas;Ronnie Dittrick;masculino;pix
2023-04-20 13:22:49.184924;555;Caxias do Sul;Mateus Kienzle;Tenis Nike;Kathryn Calhoun;feminino;credito
2023-04-20 13:59:53.151925;556;Lajeado;Juliano Faccioni;Tenis NB;Jeanne Ferguson;feminino;boleto
2023-04-20 14:32:46.233870;557;Porto Alegre;Luiza Cherobini;Tenis Nike;Zenaida Brennan;feminino;credito
2023-04-20 15:23:42.927879;558;Canoas;Carlos Henrique;Tenis Fila;Daniel Brown;masculino;credito
2023-04-20 15:58:50.553871;559;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Kathleen Gosz;feminino;credito
2023-04-20 16:48:55.376873;560;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Edith Godfrey;feminino;pix
2023-04-20 16:53:47.420871;561;Canoas;Luis Fernando;Tenis Fila;Marla Jaramillo;feminino;boleto
2023-04-21 07:53:49.552871;562;Florianópolis;Mario Sérgio;Tenis NB;Anthony Robles;masculino;credito
2023-04-21 09:24:46.651078;563;Canoas;Luis Fernando;Tenis Fila;Linda Mauney;feminino;credito
2023-04-21 11:08:49.382873;564;Florianópolis;Claudia dos Santos;Tenis Fila;Arthur Ambrose;masculino;credito
2023-04-21 12:41:49.030871;565;Canoas;Luis Fernando;Tenis Nike;Anne Taylor;feminino;credito
2023-04-21 13:41:46.375870;566;Florianópolis;Mario Sérgio;Tenis Fila;Mattie Richardson;feminino;credito
2023-04-21 13:59:49.837872;567;Lajeado;Juliano Faccioni;Tenis Nike;Eloisa Nolan;feminino;credito
2023-04-21 15:24:47.416871;568;Florianópolis;Claudia dos Santos;Tenis NB;Christy Porter;feminino;credito
2023-04-21 16:30:42.598871;569;Porto Alegre;Luiza Cherobini;Tenis Fila;Ronald Craft;masculino;credito
2023-04-21 17:53:54.137871;570;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Amy Littrell;feminino;credito
2023-04-22 08:31:47.797872;571;Canoas;Luis Fernando;Tenis Fila;Jeannette Mayweather;feminino;credito
2023-04-22 12:26:55.852878;572;São Paulo;Claudio Bueno;Tenis Adidas;Allen Ellis;masculino;credito
2023-04-22 12:35:53.694873;573;Lajeado;Juliano Faccioni;Tenis NB;Camille Kelly;feminino;credito
2023-04-22 12:43:46.749872;574;Porto Alegre;Luiza Cherobini;Tenis Nike;Kendra Belcher;feminino;credito
2023-04-22 13:26:43.436872;575;Lajeado;Adriano Soares;Tenis Nike;Billy Allen;masculino;credito
2023-04-22 14:02:46.298872;576;Lajeado;Juliano Faccioni;Tenis Fila;Ivan Carter;masculino;credito
2023-04-23 07:27:47.490871;577;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Council;masculino;credito
2023-04-23 08:50:50.370871;578;Canoas;Luis Fernando;Tenis Nike;Carol Mandolini;feminino;credito
2023-04-23 09:09:54.132876;579;Canoas;Luis Fernando;Tenis NB;Sylvia Carrillo;feminino;boleto
2023-04-23 10:12:56.011877;580;Porto Alegre;Luiza Cherobini;Tenis NB;Graham Brown;masculino;credito
2023-04-23 11:35:55.378872;581;Caxias do Sul;Mateus Kienzle;Tenis NB;Archie Swatzell;masculino;boleto
2023-04-23 12:07:43.887872;582;Caxias do Sul;Mateus Kienzle;Tenis NB;Albert Adams;masculino;credito
2023-04-23 12:26:47.614872;583;Florianópolis;Mario Sérgio;Tenis Nike;Kathleen Boyer;feminino;boleto
2023-04-23 12:30:44.289871;584;Porto Alegre;Rodrigo Tadewald;Tenis NB;Preston William;masculino;boleto
2023-04-23 12:33:55.135871;585;Canoas;Carlos Henrique;Tenis Fila;Heather Hernandez;feminino;credito
2023-04-23 16:44:51.791877;586;Florianópolis;Mario Sérgio;Tenis Fila;Russell Gerber;masculino;boleto
2023-04-24 08:36:44.722887;587;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jim Anderson;masculino;credito
2023-04-24 11:53:55.903877;588;Florianópolis;Claudia dos Santos;Tenis Adidas;Thomas Smith;masculino;credito
2023-04-24 12:23:40.925871;589;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;John Anderson;masculino;credito
2023-04-24 14:13:50.545924;590;São Paulo;Claudio Bueno;Tenis NB;Tracy Fry;feminino;credito
2023-04-24 16:45:40.969872;591;Canoas;Luis Fernando;Tenis Nike;Robert Camara;masculino;credito
2023-04-24 16:52:41.218871;592;Porto Alegre;Luiza Cherobini;Tenis NB;Evelyn Hall;feminino;pix
2023-04-24 17:27:46.937873;593;Lajeado;Juliano Faccioni;Tenis Nike;Melanie Barnes;feminino;credito
2023-04-25 10:34:43.556871;594;Lajeado;Juliano Faccioni;Tenis Fila;David Dohrman;masculino;credito
2023-04-25 11:11:51.050871;595;Porto Alegre;Luiza Cherobini;Tenis NB;Juan Summers;masculino;credito
2023-04-25 12:07:49.283871;596;Caxias do Sul;Mateus Kienzle;Tenis Nike;Sheldon Lam;masculino;credito
2023-04-25 14:13:48.552871;597;São Paulo;Cassia Moraes;Tenis NB;Stanley Childers;masculino;credito
2023-04-25 14:25:43.444871;598;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Latisha Buntin;feminino;credito
2023-04-25 17:39:50.365871;599;São Paulo;Cassia Moraes;Tenis NB;Jose Blood;masculino;boleto
2023-04-26 07:20:47.529870;600;São Paulo;Cassia Moraes;Tenis Adidas;Colleen Nickens;feminino;credito
2023-04-26 10:49:44.817871;601;Florianópolis;Claudia dos Santos;Tenis Nike;Michael Smith;masculino;credito
2023-04-26 14:06:41.440924;602;Canoas;Carlos Henrique;Tenis NB;Patricia Bogue;feminino;credito
2023-04-26 14:10:40.962872;603;Caxias do Sul;Mateus Kienzle;Tenis Fila;Michael Christopherso;masculino;boleto
2023-04-27 08:33:46.134871;604;Florianópolis;Mario Sérgio;Tenis NB;Gabriela Gutierrez;feminino;credito
2023-04-27 09:10:48.112877;605;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;William Robertson;masculino;credito
2023-04-27 09:20:49.788878;606;Florianópolis;Mario Sérgio;Tenis Nike;Clare Obrien;feminino;credito
2023-04-27 11:55:42.622924;607;Lajeado;Juliano Faccioni;Tenis Adidas;Lisa Archer;feminino;credito
2023-04-27 12:10:42.815871;608;Lajeado;Juliano Faccioni;Tenis Nike;Nancy Hunte;feminino;credito
2023-04-27 12:23:48.969907;609;Florianópolis;Mario Sérgio;Tenis Fila;William Mccourt;masculino;credito
2023-04-27 12:42:55.062924;610;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Nathan Teano;masculino;credito
2023-04-27 14:25:55.916870;611;São Paulo;Cassia Moraes;Tenis Fila;Bernardina Hall;feminino;credito
2023-04-27 17:18:41.783872;612;Canoas;Luis Fernando;Tenis Fila;Johnnie Thielman;masculino;credito
2023-04-27 17:23:52.515871;613;Porto Alegre;Rodrigo Tadewald;Tenis NB;Charles Knaff;masculino;credito
2023-04-28 07:44:44.365871;614;Caxias do Sul;Mateus Kienzle;Tenis Nike;Marcella Thom;feminino;credito
2023-04-28 10:36:42.321870;615;Lajeado;Adriano Soares;Tenis Adidas;Amy Reeves;feminino;credito
2023-04-28 12:03:51.086872;616;São Paulo;Claudio Bueno;Tenis Nike;Cheryl Cook;feminino;boleto
2023-04-28 14:26:42.564870;617;São Paulo;Claudio Bueno;Tenis Adidas;James Hall;masculino;credito
2023-04-28 17:26:50.017871;618;Caxias do Sul;Mateus Kienzle;Tenis Nike;Billy Mobley;masculino;credito
2023-04-28 17:40:46.137870;619;Lajeado;Juliano Faccioni;Tenis Fila;Maureen Adkins;feminino;credito
2023-04-28 17:56:54.342871;620;Lajeado;Juliano Faccioni;Tenis Nike;Juan Dickinson;masculino;credito
2023-04-29 07:32:40.318873;621;Florianópolis;Mario Sérgio;Tenis Nike;Cathy Lovecchio;feminino;credito
2023-04-29 08:01:40.947924;622;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Gary Bouchard;masculino;credito
2023-04-29 10:35:46.038870;623;Porto Alegre;Luiza Cherobini;Tenis NB;Cheryl Erwin;feminino;credito
2023-04-29 11:08:48.957872;624;Lajeado;Juliano Faccioni;Tenis NB;Eric Verrill;masculino;pix
2023-04-29 11:54:42.377875;625;Canoas;Carlos Henrique;Tenis NB;Jay Cannon;masculino;credito
2023-04-29 12:48:49.118877;626;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Tomasa Rice;feminino;credito
2023-04-29 15:25:51.858925;627;Canoas;Luis Fernando;Tenis NB;William Pena;masculino;credito
2023-04-29 15:36:47.545871;628;Florianópolis;Claudia dos Santos;Tenis NB;Derek Hopkins;masculino;credito
2023-04-29 15:51:47.250871;629;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Christopher Mcgriff;masculino;credito
2023-04-29 17:46:42.612924;630;Florianópolis;Claudia dos Santos;Tenis NB;Jamie Dagostino;feminino;credito
2023-04-29 17:55:48.530877;631;Florianópolis;Mario Sérgio;Tenis NB;Ada Asmussen;feminino;pix
2023-04-30 08:21:54.936871;632;Florianópolis;Claudia dos Santos;Tenis NB;Carolyn Daniels;feminino;credito
2023-04-30 09:10:47.538870;633;Canoas;Carlos Henrique;Tenis Nike;David Ornelas;masculino;credito
2023-04-30 14:17:44.122877;634;Florianópolis;Claudia dos Santos;Tenis Nike;Donna Lamb;feminino;credito
2023-04-30 14:47:52.415871;635;Caxias do Sul;Mateus Kienzle;Tenis NB;David Baker;masculino;credito
2023-04-30 16:23:45.234871;636;São Paulo;Cassia Moraes;Tenis Adidas;Ronald Gregory;masculino;pix
2023-04-30 16:32:49.451872;637;Canoas;Carlos Henrique;Tenis Fila;Ronnie Corbisiero;masculino;credito
2023-05-01 08:05:46.851872;638;Florianópolis;Claudia dos Santos;Tenis Adidas;Harry Kirkland;masculino;boleto
2023-05-01 08:16:52.604870;639;São Paulo;Claudio Bueno;Tenis Adidas;Thomasina Kopple;feminino;credito
2023-05-01 08:36:42.560872;640;Caxias do Sul;Mateus Kienzle;Tenis Fila;Harry Love;masculino;credito
2023-05-01 10:19:48.530877;641;Canoas;Luis Fernando;Tenis Fila;Ralph Baker;masculino;credito
2023-05-01 17:18:52.850872;642;Canoas;Carlos Henrique;Tenis Adidas;Malcolm Isacs;masculino;credito
2023-05-01 17:49:42.564870;643;Lajeado;Adriano Soares;Tenis NB;Fred Curley;masculino;credito
2023-05-01 18:05:54.095876;644;Canoas;Luis Fernando;Tenis Fila;Michael Perkins;masculino;credito
2023-05-02 08:14:45.613877;645;Lajeado;Juliano Faccioni;Tenis Nike;Stewart Chapman;masculino;credito
2023-05-02 09:09:48.919870;646;Florianópolis;Mario Sérgio;Tenis Adidas;Robert Davis;masculino;credito
2023-05-02 10:37:50.273876;647;Lajeado;Juliano Faccioni;Tenis Nike;Madeline Hapke;feminino;credito
2023-05-02 11:52:47.486872;648;Florianópolis;Mario Sérgio;Tenis NB;Guillermo Cruz;masculino;boleto
2023-05-02 15:12:43.760872;649;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Margarita Whitehouse;feminino;pix
2023-05-02 15:55:50.019870;650;Florianópolis;Claudia dos Santos;Tenis Adidas;Thomas Rasmussen;masculino;pix
2023-05-03 08:44:40.931872;651;Caxias do Sul;Mateus Kienzle;Tenis Fila;Marcella Arnold;feminino;credito
2023-05-03 08:46:47.537871;652;Florianópolis;Mario Sérgio;Tenis NB;Christina Church;feminino;boleto
2023-05-03 10:39:45.669872;653;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Quyen Gray;feminino;boleto
2023-05-03 12:53:44.474872;654;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Sharon Page;feminino;pix
2023-05-03 13:11:46.512872;655;Porto Alegre;Luiza Cherobini;Tenis Fila;Carolyn Burwood;feminino;credito
2023-05-04 10:04:40.301871;656;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Yvonne Holder;feminino;credito
2023-05-04 13:35:52.447872;657;Florianópolis;Claudia dos Santos;Tenis Fila;John Phillips;masculino;credito
2023-05-04 16:09:43.288873;658;Canoas;Luis Fernando;Tenis Fila;Sandra Ward;feminino;credito
2023-05-04 17:28:50.361871;659;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Frances Provost;feminino;boleto
2023-05-04 17:53:46.938872;660;São Paulo;Claudio Bueno;Tenis Nike;Diann Akers;feminino;credito
2023-05-04 18:01:45.233870;661;Porto Alegre;Luiza Cherobini;Tenis Nike;Jessica Smith;feminino;credito
2023-05-05 07:33:53.031872;662;São Paulo;Cassia Moraes;Tenis Adidas;Curtis Trevethan;masculino;credito
2023-05-05 08:37:51.794877;663;Caxias do Sul;Mateus Kienzle;Tenis Fila;Corey Harms;masculino;credito
2023-05-05 09:20:47.575870;664;Lajeado;Juliano Faccioni;Tenis Adidas;Nicholas Benefield;masculino;credito
2023-05-05 10:28:43.605871;665;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Christy Howe;feminino;credito
2023-05-05 11:39:46.044872;666;Lajeado;Juliano Faccioni;Tenis NB;Marlene Craven;feminino;credito
2023-05-05 13:18:44.330871;667;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Debbie Kelly;feminino;credito
2023-05-05 13:51:43.949871;668;São Paulo;Claudio Bueno;Tenis NB;Adela Vasquez;feminino;boleto
2023-05-05 14:32:43.939874;669;Caxias do Sul;Mateus Kienzle;Tenis Fila;Philip Sauceda;masculino;boleto
2023-05-05 16:58:45.612878;670;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Kerry Jensen;masculino;credito
2023-05-06 08:53:46.866924;671;Porto Alegre;Luiza Cherobini;Tenis Fila;Kimberly Winkler;feminino;credito
2023-05-06 09:33:55.835872;672;São Paulo;Claudio Bueno;Tenis NB;Martin Pryce;masculino;credito
2023-05-06 13:09:48.888871;673;Florianópolis;Mario Sérgio;Tenis Nike;Earl Anthony;masculino;credito
2023-05-06 13:23:56.031879;674;Lajeado;Juliano Faccioni;Tenis NB;Tammy Smith;feminino;credito
2023-05-06 15:33:49.796871;675;Porto Alegre;Rodrigo Tadewald;Tenis NB;Robert Schmitz;masculino;pix
2023-05-06 16:22:44.669872;676;São Paulo;Cassia Moraes;Tenis Nike;James Jimenez;masculino;credito
2023-05-07 08:25:45.590877;677;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Ruth Colby;feminino;boleto
2023-05-07 08:26:48.078870;678;Florianópolis;Claudia dos Santos;Tenis Adidas;Edith Pullen;feminino;credito
2023-05-07 09:47:42.394874;679;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Ronald Imig;masculino;pix
2023-05-07 09:57:49.032873;680;Florianópolis;Claudia dos Santos;Tenis Adidas;Julie Leveille;feminino;boleto
2023-05-07 10:04:52.848881;681;Porto Alegre;Luiza Cherobini;Tenis Adidas;Shelly Olson;feminino;credito
2023-05-07 10:24:55.831924;682;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Bertha Karr;feminino;credito
2023-05-07 12:03:46.464924;683;Florianópolis;Claudia dos Santos;Tenis Fila;Christopher Harris;masculino;pix
2023-05-07 13:29:51.487872;684;Lajeado;Juliano Faccioni;Tenis Fila;Katherine Allen;feminino;credito
2023-05-07 13:55:45.667871;685;Porto Alegre;Luiza Cherobini;Tenis Adidas;Estella Zavala;feminino;credito
2023-05-07 14:23:50.705871;686;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Emily Cairone;feminino;boleto
2023-05-07 14:46:40.396877;687;Porto Alegre;Luiza Cherobini;Tenis Nike;David Fulghum;masculino;credito
2023-05-07 15:05:48.733870;688;São Paulo;Cassia Moraes;Tenis Fila;Heidi Wixon;feminino;pix
2023-05-07 17:29:53.698872;689;São Paulo;Cassia Moraes;Tenis Nike;James Minjarez;masculino;credito
2023-05-07 17:52:50.340873;690;São Paulo;Cassia Moraes;Tenis Adidas;Alleen Shores;feminino;credito
2023-05-07 18:12:55.504871;691;São Paulo;Cassia Moraes;Tenis Fila;John Sims;masculino;credito
2023-05-08 08:40:41.266871;692;São Paulo;Claudio Bueno;Tenis Nike;Dorothy Perry;feminino;credito
2023-05-08 11:31:43.325924;693;Canoas;Carlos Henrique;Tenis Nike;Dennis Tipton;masculino;credito
2023-05-08 14:23:49.032873;694;Florianópolis;Mario Sérgio;Tenis Adidas;William Watson;masculino;credito
2023-05-08 14:42:52.232929;695;Porto Alegre;Luiza Cherobini;Tenis Adidas;Patricia Force;feminino;credito
2023-05-08 15:37:52.682872;696;Florianópolis;Mario Sérgio;Tenis Nike;Fred Barrette;masculino;credito
2023-05-08 16:35:43.531871;697;Porto Alegre;Luiza Cherobini;Tenis Nike;Ruby Hill;feminino;pix
2023-05-08 17:06:55.036870;698;Canoas;Luis Fernando;Tenis NB;Willie Ames;feminino;boleto
2023-05-08 17:16:42.001924;699;Lajeado;Juliano Faccioni;Tenis Fila;Leonard Taylor;masculino;credito
2023-05-08 18:01:55.032870;700;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Kathryn Price;feminino;credito
2023-05-09 07:17:52.448881;701;Florianópolis;Mario Sérgio;Tenis Adidas;Manuel Tomlin;masculino;credito
2023-05-09 07:38:56.030871;702;Caxias do Sul;Mateus Kienzle;Tenis NB;Jane Mckinney;feminino;credito
2023-05-09 08:41:55.052924;703;Canoas;Carlos Henrique;Tenis NB;Katherine Surles;feminino;credito
2023-05-09 09:11:55.847882;704;São Paulo;Cassia Moraes;Tenis Nike;Nikki Parker;feminino;credito
2023-05-09 10:00:45.546871;705;São Paulo;Cassia Moraes;Tenis Adidas;John Boehle;masculino;credito
2023-05-09 11:46:52.241873;706;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Esther Gang;feminino;credito
2023-05-09 12:11:50.217871;707;São Paulo;Claudio Bueno;Tenis NB;Jewell Baldwin;masculino;credito
2023-05-09 13:14:53.370870;708;São Paulo;Claudio Bueno;Tenis Fila;Lisa Perez;feminino;credito
2023-05-09 13:33:52.674876;709;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Melodie Williams;feminino;credito
2023-05-09 13:45:54.824870;710;Canoas;Luis Fernando;Tenis Adidas;Freddie Wills;feminino;credito
2023-05-09 14:35:44.364871;711;Canoas;Carlos Henrique;Tenis Nike;Rachel Barnett;feminino;credito
2023-05-10 07:48:48.113876;712;Canoas;Carlos Henrique;Tenis Nike;Keith Weldon;masculino;credito
2023-05-10 13:09:49.393872;713;Porto Alegre;Rodrigo Tadewald;Tenis Nike;James Espino;masculino;credito
2023-05-10 17:47:47.354871;714;Lajeado;Juliano Faccioni;Tenis NB;Holly Mashburn;feminino;credito
2023-05-10 18:04:46.040872;715;São Paulo;Claudio Bueno;Tenis Nike;Marsha Sharp;feminino;credito
2023-05-11 10:12:41.929872;716;Canoas;Luis Fernando;Tenis Adidas;John Hopkins;masculino;pix
2023-05-11 10:35:53.150924;717;Florianópolis;Mario Sérgio;Tenis Adidas;Minnie Davis;feminino;boleto
2023-05-11 11:40:49.187871;718;Florianópolis;Mario Sérgio;Tenis Adidas;Kimberly Connelly;feminino;credito
2023-05-11 13:17:43.946871;719;Canoas;Carlos Henrique;Tenis Adidas;Marilyn Barbee;feminino;credito
2023-05-11 13:57:40.883873;720;Lajeado;Adriano Soares;Tenis Adidas;Ben Goodman;masculino;credito
2023-05-11 15:37:44.555873;721;Lajeado;Juliano Faccioni;Tenis NB;Jean Borden;feminino;credito
2023-05-11 16:52:43.082872;722;Porto Alegre;Luiza Cherobini;Tenis Adidas;Margot Baker;feminino;credito
